"title","date","link"
"Infoblox 7.x DNS STIG - Ver 2, Rel 1 ","2021-01-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Infoblox_7-x_DNS_V2R1_STIG.zip"
"Blackberry UEM STIG - Ver 2, Rel 1 ","2021-01-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_BB_UEM_MDM_V2R1_STIG.zip"
"Sunset - Red Hat Enterprise Linux 6 STIG Benchmark - Ver 2, Rel 2 ","2021-01-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_RHEL_6_V2R2_STIG_SCAP_1-2_Benchmark.zip"
"Samsung Android 11 Knox 3.x ","2020-12-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SS_Android_11_Knox_3-x_STIG.zip"
"Juniper SRX SG STIG for Ansible - Ver 1, Rel 1 ","2020-11-19","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Juniper_SRX_SG_V1R1_STIG_Ansible.zip"
"Motorola Android 9.x STIG ","2020-11-10","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MOT_Android_9-x_STIG.zip"
"Microsoft Office System 2013 STIG - Ver 2, Rel 1 ","2020-10-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_OfficeSystem_2013_V2R1_STIG.zip"
"F5 BIG-IP 11.x STIG ","2020-10-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_F5_BIG-IP_11-x_Y20M10_STIG.zip"
"Sunset - Adobe Acrobat Pro DC Classic Track STIG - Ver 2, Rel 1 ","2020-10-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Adobe_Acrobat_Pro_DC_Classic_V2R1_STIG.zip"
"McAfee Application Control 8.x STIG - Ver 2, Rel 1 ","2020-10-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_McAfee_Application_Control_8-x_V2R1_STIG.zip"
"ISEC7 Sphere STIG - Ver 2, Rel 1 ","2020-10-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_ISEC7_Sphere_V2R1_STIG.zip"
"Intrusion Detection and Prevention System SRG - Ver 2, Rel 6 ","2020-07-28","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IDPS_V2R6_SRG.zip"
"Arista MLS DCS-7000 Series STIG ","2020-07-28","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Arista_MLS_DCS-7000_Series_Y20M07_STIG.zip"
"BlackBerry Enterprise Mobility Server (BEMS) 2.x STIG - Ver 1, Rel 3 ","2020-07-28","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_BEMS_2-x_V1R3_STIG.zip"
"HP FlexFabric Switch STIG ","2020-07-28","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_HP_FlexFabric_Switch_Y20M07_STIG.zip"
"Microsoft Windows Server 2019 STIG for Chef - Ver 1, Rel 2 ","2020-06-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Windows_Server_2019_V1R2_STIG_Chef.zip"
"Docker Enterprise 2.x Linux/Unix STIG for Ansible - Ver 1, Rel 1 ","2020-06-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Docker_Enterprise_2-x_Linux_Unix_V1R1_STIG_Ansible.zip"
"VMware vSphere 6.5 STIG for Ansible - Ver 1, Rel 2 ","2020-06-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMW_vSphere_6-5_V1R2_STIG_Ansible.zip"
"Microsoft Windows Server 2016 STIG for PowerShell DSC - Ver 1, Rel 3 ","2020-06-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Windows_Server_2016_V1R3_STIG_PowerShell_DSC.zip"
"Microsoft Windows Server 2016 STIG for Chef - Ver 1, Rel 3 ","2020-06-22","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Windows_Server_2016_V1R3_STIG_Chef.zip"
"Citrix XenDesktop 7.x STIG ","2020-04-23","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Citrix_XenDesktop_7-x_Y20M04_STIG.zip"
"Microsoft OneDrive for Business 2016 STIG - Ver 1, Rel 3 ","2020-04-23","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_OneDrive_Business_2016_V1R3_STIG.zip"
"Sunset-McAfee VSEL 1.9/2.0 STIG ","2020-04-23","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_McAfee_VSEL_1-9_2-0_Y20M04_STIG.zip"
"Sunset - VMware AirWatch v9.x MDM STIG - Ver 1, Rel 2 ","2020-04-23","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMW_AW_v9-x_MDM_V1R2_STIG.zip"
"SDN Controller SRG - Ver 1, Rel 2 ","2020-04-23","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SDN_Controller_V1R2_SRG.zip"
"Sunset - Microsoft Windows 10 Mobile STIG - Ver 1, Rel 4 ","2020-04-23","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Windows_10_Mobile_V1R4_STIG.zip"
"Symantec ProxySG STIG ","2020-04-23","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SYM_ProxySG_Y20M04_STIG.zip"
"Oracle 19c, Oracle 18c, and Oracle 12cR2","2020-02-20","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Nutanix_AOS_5-20-x_V1R1_STIG.zip"
"Vendor STIG Acronym List ","2020-01-16","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Vendor_STIG_Acronym_List_V1R1.pdf"
"AAA SRG - Ver 1, Rel 2 ","2020-01-16","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_AAA_Services_V1R2_SRG.zip"
"Multifunction Device and Network Printers STIG - Ver 2, Rel 14 ","2019-10-31","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Multifunction_Device_and_Network_Printers_V2R14_STIG.zip"
"Riverbed SteelHead CX v8 STIG ","2019-10-31","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Riverbed_SteelHead_CX_v8_STIG.zip"
"Vendor STIG Intent Form ","2019-10-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Vendor_STIG_Intent_Form.pdf"
"ISEC7 EMM Suite v6.x STIG - Ver 1, Rel 1 ","2019-09-24","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_ISEC_EMM_Suite_v6-x_V1R1_STIG.zip"
"IBM MaaS360 with Watson v10-x MDM STIG - Ver1, Rel 2 ","2019-08-15","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_MaaS360_with_Watson_v10-x_MDM_V1R2_STIG.zip"
"Sunset - Mobile Device Policy STIG - Ver 2, Rel 6 ","2019-07-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Mobile_Device_Policy_V2R6_STIG.zip"
"Sunset - MDM Server Policy STIG - Ver 2, Rel 5 ","2019-07-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MDM_Server_Policy_V2R5_STIG.zip"
"Storage Area Network STIG - Ver 2, Rel 4 ","2019-07-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Storage_Area_Network_V2R4_STIG.zip"
"IBM WebSphere Traditional V9.x STIG Version 1 ","2019-06-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_WebSphere_Traditional_V9-x_V1R1_STIG.zip"
"IBM WebSphere Traditional V9.x STIG Version 1 Release Memo ","2019-06-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_IBM_Websphere_Traditional_V9-x_STIG_V1__Release_Memo_signed.pdf"
"Compilation - SRG-STIG Library - READ ME ","2019-06-19","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_STIG_Library-zip_Read-ME_v1-07.pdf"
"MobileIron Core v10.x MDM STIG Ver 1 Rel 1 ","2019-06-06","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MobileIron_Core_v10-x_MDM_V1R1_STIG.zip"
"SEL-2740S STIG Ver 1 Rel 1 ","2019-06-06","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SEL-2740S_V1R1_STIG.zip"
"Tomcat AS 7.x STIG","2019-05-15","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Tanium_7-x_V1R2_STIG.zip"
"Tomcat AS 8.x STIG","2019-05-15","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Tanium_7-x_V1R2_STIG.zip"
"Tomcat AS 6.x STIG","2019-05-15","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Tanium_7-x_V1R2_STIG.zip"
"Apache 2.2 STIG UNIX - Ver 1, Rel 11 ","2019-05-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Apache_2-2_UNIX_V1R11_STIG.zip"
"Apache 2.2 STIG Windows - Ver 1, Rel 13? ","2019-05-13","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Apache_2-2_WIN_V1R13_STIG.zip"
"Sunset - HP-UX 11.31 STIG Benchmark - Ver 1, Rel 17 ","2019-05-10","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_HPUX_11-31_V1R17_STIG_SCAP_1-2_Benchmark.zip"
"Microsoft Exchange 2010 Edge Transport Server STIG - Ver 1, Rel 15 ","2019-04-26","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Exchange_2010_Edge_V1R15_STIG.zip"
"IBM MaaS360 with Watson v10-x MDM STIG Ver 1 Release memo ","2019-03-12","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_IBM_MaaS360_with_Watson_v10-x_STIG_Memo.pdf"
"Tanium 7.0 STIG Ver 1 Release Memo?? ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Tanium_7-0_STIG_Ver1_memo.pdf"
"Mobile Iron Core v9.x Release Memo ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/Mobile_Iron_Core_9.x_Release_Memo.pdf"
"?Riverbed SteelHead CX v8 STIG Ver 1 Release Memo ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Riverbed_SteelHead_CX_8_STIG_Ver1_memo_signed.pdf"
"Trend Micro Deep Security 9.x STIG Ver 1 Release Memo ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Trend_Micro_Deep_Security_9-x_STIG_V1_Release_Memo.pdf"
"Software-Defined Networking (SDN) Using Network Virtualization (NV) STIG Release Memo ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_SDN_Using_Network_Virtualization_STIG_V1_Release_Memo.pdf"
"Releasable (REL) Local Area Network (LAN) STIG Ver 2 Release Memo ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_REL_LAN_STIG_Ver2_Release_Memo.pdf"
"Sunset - Mobile Device Connections ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/Mobility_Conections.pdf"
"VMware NSX STIG, Ver 1 Release Memo ","2019-03-11","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_VMware-NSX_STIG_V1_Memo_signed.pdf"
"DoD Annex for Application Software Extended Package for Web Browsers - Ver 1, Rel 1 ","2019-03-10","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_DoD_Browser_Annex_for_AppSoftware_Extended_Package_V1R1.pdf"
"SLES V11 for System z STIG - Ver 1, Rel 12 ","2019-03-09","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SLES_V11_for_System_z_V1R12_STIG.zip"
"Microsoft Windows Lifecycle Support ","2019-03-09","https://support.microsoft.com/en-us/help/13853/windows-lifecycle-fact-sheet"
"IBM MQ Appliance v9-0 NDM STIG V1 ","2019-03-09","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_MQ_Appliance_v9-0_NDM_V1R1_STIG.zip"
"Microsoft Windows Lifecycle Support Information?? ","2019-03-09","https://dl.dod.cyber.mil/wp-content/uploads/stigs/doc/U_Windows_10_Lifecycle_Support-2018-09-25.docx"
"Sunset - HP-UX 11.31 STIG - Ver 1, Rel 19 ","2019-03-09","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_HPUX_11-31_V1R19_STIG.zip"
"Microsoft Outlook 2013 STIG - Ver 1, Rel 13 ","2019-03-09","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Outlook_2013_V1R13_STIG.zip"
"Network Management Security Guidance At-a-Glance? ","2019-03-09","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Network_Management_Security_Guidance_At-a-Glance_V9R1.pdf"
"Microsoft Exchange 2010 Edge STIG - Ver 1, Rel 14 ","2019-03-09","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Exchange_2010_Edge_V1R14_STIG.zip"
"CA API Gateway STIG, Ver 1 Release Memo ","2019-02-16","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_CA_API_Gateway_STIG_V1_Memo_signed.pdf"
"Microsoft Exchange 2010 STIG Release Memo ","2019-02-16","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/u_exchange_2010_v1r1_stig_release_memo.pdf"
"VMware NSX Manager STIG, Ver 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMware_NSX_Manager_V1R1_STIG.zip"
"VMware NSX Distributed Logical Router STIG, Ver 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMware_NSX_Distributed_Logical_Router_V1R1_STIG.zip"
"Sunset - Enclave STIG - Ver 4, Rel 5 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/u_enclave_v4r5_stig.zip"
"Sunset - Email Services Policy STIG - Ver 2, Rel 6 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Email_Services_Policy_V2R6_STIG.zip"
"VMware NSX STIG Overview, Ver 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_VMware_NSX_V1R1_Overview.zip"
"Sunset-CMD Policy STIG - Ver 2, Rel 5 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_CMD_Policy_V2R5_STIG.zip"
"Sunset - CSfC Campus WLAN Policy STIG - Ver 1, Rel 3 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Network_CSfC_WLAN_Policy_V1R3_STIG.zip"
"Trend Micro Deep Security 9.x STIG Ver 1, Rel 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Trend_Micro_Deep_Security_9-x_V1R1_STIG.zip"
"Tanium 7.0 STIG Ver 1, Rel 2 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Tanium_7-0_V1R2_STIG.zip"
"Sunset - Google Search Appliance STIG ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Google_Search_Appliance_V1R1_STIG.zip"
"Sunset - DNS Policy STIG - Ver 4, Rel 1.22 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_DNS_Policy_V4R1-22_STIG.zip"
"?Sunset - Solaris 9 SPARC STIG Benchmark - Ver 1, Rel 12 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Solaris_9_SPARC_V1R12_STIG_SCAP_1-1_Benchmark.zip"
"Microsoft Access 2013 STIG - Ver 1, Rel 6 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Access_2013_V1R6_STIG.zip"
"Microsoft Lync 2013 STIG - Ver 1, Rel 4 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Lync_2013_V1R4_STIG.zip"
"Microsoft InfoPath 2013 STIG - Ver 1, Rel 5 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_InfoPath_2013_V1R5_STIG.zip"
"Microsoft InfoPath 2010 STIG - Ver 1, Rel 11 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_InfoPath_2010_V1R11_STIG.zip"
"Microsoft Groove 2013 STIG - Ver 1, Rel 3 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Groove_2013_V1R3_STIG.zip"
"Microsoft Exchange 2010 Overview - Ver 1, Rel 6 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Exchange_2010_V1R6_Overview.zip"
"Microsoft Exchange 2010 Mailbox STIG - Ver 1, Rel 10 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Exchange_2010_Mailbox_V1R10_STIG.zip"
"Microsoft Exchange 2010 Hub STIG - Ver 1, Rel 12 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Exchange_2010_Hub_V1R12_STIG.zip"
"Microsoft Exchange 2010 Client Access STIG - Ver 1, Rel 9 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Exchange_2010_Client_Access_V1R9_STIG.zip"
"Microsoft Excel 2016 STIG - Ver 1, Rel 2? ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Excel_2016_V1R2_STIG.zip"
"Microsoft Excel 2013 STIG - Ver 1, Rel 7 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Excel_2013_V1R7_STIG.zip"
"Microsoft Access 2016 STIG - Ver 1, Rel 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Microsoft_Access_2016_V1R1_STIG.zip"
"Microsoft Access 2010 STIG - Ver 1, Rel 10 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Access_2010_V1R10_STIG.zip"
"McAfee Virus Scan Enterprise for Linux 1.9x/2.0x Managed Client STIG - Ver 1, Rel 3? ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_McAfee_VSEL_1-9_2-0_Managed_Client_V1R3_STIG.zip"
"McAfee Application Control 7.x STIG - Ver 1, Rel 3 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_McAfee_Application_Control_7-x_V1R3_STIG.zip"
"IBM MQ Appliance v9-0 STIG Overview ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_MQ_Appliance_v9-0_V1R1_Overview.zip"
"IBM MQ Appliance v9-0 AS STIG V1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_MQ_Appliance_v9-0_AS_V1R1_STIG.zip"
"IBM DataPower STIG Overview, Ver 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_DataPower_V1R1_Overview.zip"
"IBM DataPower STIG ALG STIG Ver 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_DataPower_ALG_V1R1_STIG.zip"
"IBM DataPower NDM STIG - Ver 1, Rel 2? ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_IBM_DataPower_NDM_V1R2_STIG.zip"
"ForeScout CounterACT Ver 1 Overview?? ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_ForeScout_CounterACT_V1R1_Overview.zip"
"ForeScout CounterACT NDM STIG Ver 1?? ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_ForeScout_CounterACT_NDM_V1R1_STIG.zip"
"ForeScout CounterACT ALG STIG - Ver 1, Rel 2 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_ForeScout_CounterACT_ALG_V1R2_STIG.zip"
"DBN-6300 Overview - Ver 1, Rel 2 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_DBN-6300_V1R2_Overview.zip"
"DBN-6300 NDM STIG Ver 1????? ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_DBN-6300_NDM_V1R1_STIG.zip"
"DBN-6300 IDPS STIG Ver 1???? ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_DBN-6300_IDPS_V1R1_STIG.zip"
"CA API Gateway STIG Ver 1 Overview ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_CA_API_Gateway_V1R1_Overview.zip"
"CA API Gateway NDM STIG Ver 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_CA_API_Gateway_NDM_V1R1_STIG.zip"
"CA API Gateway ALG STIG - Ver 1, Rel 2 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_CA_API_Gateway_ALG_V1R2_STIG.zip"
"Application Layer Gateway (ALG) SRG - Ver 1, Rel 2 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Application_Layer_Gateway_V1R2_SRG.zip"
"Microsoft Office 2010 Overview - Ver 1, Rel 12 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MicrosoftOffice2010_V1R12_Overview.zip"
"Microsoft Office 2013 Overview - Ver 1, Rel 5 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MicrosoftOffice2013_V1R5_Overview.zip"
"Microsoft Excel 2010 STIG - Ver 1, Rel 11 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Excel_2010_V1R11_STIG.zip"
"Microsoft OneNote 2010 STIG - Ver 1, Rel 9 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_OneNote_2010_V1R9_STIG.zip"
"Microsoft Visio 2016 STIG - Ver 1, Rel 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Microsoft_Visio_2016_V1R1_STIG.zip"
"Microsoft Office System 2010 STIG - Ver 1, Rel 12 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_OfficeSystem_2010_V1R12_STIG.zip"
"Microsoft Visio 2013 STIG - Ver 1, Rel 4 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Visio_2013_V1R4_STIG.zip"
"Microsoft Skype for Business 2016 STIG - Ver 1, Rel 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Microsoft_Skype_for_Business_2016_V1R1_STIG.zip"
"Microsoft Windows Operating Systems Overview - Ver 1, Rel 5 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Windows_Operating_Systems_V1R5_Overview.zip"
"Microsoft Sharepoint Designer 2013 STIG - Ver 1, Rel 3 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_SharePointDesigner_2013_V1R3_STIG.zip"
"Microsoft Word 2013 STIG - Ver 1, Rel 6 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Word_2013_V1R6_STIG.zip"
"Microsoft Publisher 2016 STIG - Ver 1, Rel 3 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Publisher_2016_V1R3_STIG.zip"
"Software-Defined Networking (SDN) Using Network Virtualization (NV) STIG Ver 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_SDN_NV_V1R1_STIG.zip"
"Microsoft Publisher 2013 STIG - Ver 1, Rel 5 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Publisher_2013_V1R5_STIG.zip"
"Microsoft Word 2010 STIG - Ver 1, Rel 11 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Word_2010_V1R11_STIG.zip"
"Microsoft Project 2016 STIG - Ver 1, Rel 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Microsoft_Project_2016_V1R1_STIG.zip"
"Microsoft Project 2013 STIG - Ver 1, Rel 4 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Project_2013_V1R4_STIG.zip"
"Microsoft Project 2010 STIG - Ver 1, Rel 9 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Project_2010_V1R9_STIG.zip"
"Microsoft PowerPoint 2016 STIG - Ver 1, Rel 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Microsoft_PowerPoint_2016_V1R1_STIG.zip"
"Microsoft PowerPoint 2013 STIG - Ver 1, Rel 6 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_PowerPoint_2013_V1R6_STIG.zip"
"Microsoft PowerPoint 2010 STIG - Ver 1, Rel 10 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_PowerPoint_2010_V1R10_STIG.zip"
"Microsoft Outlook 2010 STIG - Ver 1, Rel 13 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Outlook_2010_V1R13_STIG.zip"
"Microsoft OneNote 2016 STIG - Ver 1, Rel 2 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Microsoft_OneNote_2016_V1R2_STIG.zip"
"Microsoft OneNote 2013 STIG - Ver 1, Rel 3 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_OneNote_2013_V1R3_STIG.zip"
"Microsoft Publisher 2010 STIG - Ver 1, Rel 11 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_MS_Publisher_2010_V1R11_STIG.zip"
"Microsoft Word 2016 STIG - Ver 1, Rel 1 ","2018-12-01","https://dl.dod.cyber.mil/wp-content/uploads/stigs/zip/U_Microsoft_Word_2016_V1R1_STIG.zip"
"Database Security Requirements Guide (SRG) - Ver 2 Release Memo ","2018-11-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Database_SRG_V2_Release_Memo.pdf"
"zOS STIG Memo - Ver 6, Rel 1.1 ","2018-11-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/zos_stig_v6r1.1memo080609.pdf"
"2016-04-21 DoD CIO Memo - Use of Wearable Devices DoD Accredited Spaces with FAQ ","2018-11-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/2016-04-21_DoD_CIO_Memo-Use_of_Wearable_Devices_DoD_Accredited_Spaces_with_FAQ.pdf"
"Adobe Acrobat Reader DC STIG Release Memo ","2018-11-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_Adobe_Acrobat_Reader_DC_STIG_V1_Release_Memo.pdf"
"Backbone Transport Services (BTS) Policy STIG Ver 3 Release Memo ","2018-11-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/U_BTS_Policy_STIG_Ver3_memo_signed.pdf"
"Application Layer Gateway (ALG) SRG Release Memo - Ver 1 ","2018-11-30","https://dl.dod.cyber.mil/wp-content/uploads/stigs/pdf/u_alg_srg_v1_release_memo_signed.pdf"
